,correct regex,faulty regex
1776,(0*10*10*)*|0*,(0*|1*0*1*)+
1777,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*|1*|((1+0*1+)*|(0+1*0+)*)*)*
1778,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(((01)(0|1)*(10))|((10)(0|1)*(01))|(010)*|(101)*)(0|1)*)|0*|1*
1779,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|(1+(0*1*)*1+)*|(0+(1*0*)*0+)*)*
1780,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*)*0*|(1*0*)*1*
1781,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)*(0|1)*(0|1)*
1782,1?(01)*0?,((0|1)|(1|0))*
1783,(0|10*1)*,1*|(0|1)*
1784,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1((0|1)*1)*|0((0|1)*0)*)*
1785,0(0|1)*0,((1*|0*)(0*1*)*(0*|1*))*
1786,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(1+0+)*|1*(0+1+)*
1787,0*10*(10*10*)*,((0|1))*
1788,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(1*)|((0+1+)*(0+1+0+)*)|((1+0+)*(1+0+1+)*)
1789,0(0|1)*0,0|(0|1)*|0
1790,0(0|1)*0,0+|(0|1)*|0+
1791,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|(1+(0*1*)*1+)|(0+(1*0*)*0+))*
1792,(0|1)(0|1)*,(0|1)|(0|1)*
1793,(0*10*10*)*|0*,(0|1)*1*
1794,(0(0*|1+0)*)|(1(1*|0+1)*),1*(0|1)*1*|0*(0|1)*0*
1795,(0*10*10*)*|0*,(1|0|1)*
1796,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*0+)*|(1*0*1+)*
1797,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(11*00*)*)|(1*(00*11*)*)
1798,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*1*0*)|(1*0*1*))*
1799,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1+0*1*)*|(0+1*0*)*
1800,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(0|1)*0*)|(1*(0|1)*1*)
1801,(0(0*|1+0)*)|(1(1*|0+1)*),1*(0+1+)*|0*(1+0+)*
1802,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|1*(0*1*)*1+|0*(1*0*)*0+
1803,0(0|1)*0,0*(1|0)*0*
1804,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*)|((0+1*0+)*)|(0|1)*
1805,0*10*(10*10*)*,((0|1)*)
1806,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1*0+1+)*|(0*1+0+)*
1807,1?(01)*0?,((0|1)|(01|10))*
1808,001|1010|110,(0|1)*(01)*(0|1)*
1809,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01)*1*0)*|(1*(10)*0*1)*
1810,0(0|1)*0,0*(0|1)*0*
1811,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01+0)|(10+1)|(0*10*)|(1*01*))*
1812,(0*10*10*)*|0*,0*(0|1)*
1813,(0*10*10*)*|0*,(0*|1)*
1814,0*10*(10*10*)*,(1(11))*|0*
1815,0*10*(10*10*)*,(0*|(1(11))*)
1816,0*10*(10*10*)*,1(11)*|0*
1817,0*10*(10*10*)*,((11)*1|0*)
1818,0*10*(10*10*)*,(1(11)*)|0*
1819,(0*10*10*)*|0*,0*0?|111*
1820,(0|1)(0|1)*,(0*|1*|(10)*)
1821,(0|1)(0|1)*,0*
1822,0*10*(10*10*)*,0*
1823,0(0|1)*0,0*(0*1*)*0*
1824,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*0*1*)*(0*1*0*)*
1825,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*01*)*(0*10*)*
1826,1?(01)*0?,((1)?(0)?)*
1827,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*(01)*0*1*(10)*0*1*)*
1828,(0|1)(0|1)*,(0*1+)*(1*0+)*
1829,(0|10*1)*,(0*(10)*1*)*0*
1830,(0*10*10*)*|0*,0*(0*1+)*0*
1831,(0|1)(0|1)*,[01]*
